"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","Stayed here for a month.
Very conveniently located hotel at a reasonable price point. Some of the staff … Read more",5/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","Paid £200 to upgrade to Platinum Elite for the ‘Ambassador’ benefits, one of which is a room upgrade. Booked a room at this indigo for two nights. When we arrived we were told there were no upgrades available. The room and bed we were given … Read more",1/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","This was our first time at this hotel. We picked the hotel because we wanted to be in the most central location in London and this hotel is. The room was not very big but efficient. It has a queen size bed, a small desk and a fairly nice … Read more",4/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel",Terrible customer service. Made a booking online via IHG 1 Rewards only to be cancelled by the hotel with no explanation. IHG Customer Services had to put my call through to the hotel and wasn't given a satisfactory explanation for the … Read more,2/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","Paying a premium for location, staff and service and breakfast only. Room is tiny and ridiculously small for the price point. The bathroom is poorly designed, no where to hang towels, no door on the shower (it’s a wet room essentially). … Read more",3/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","I booked a room under my staff room rate and got a confirmation email stating all our reservation details. From there I booked events to do around London and train tickets. However, at 2 in the morning I received a email saying my booking … Read more",1/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","Location is good - and that’s about it..
reception was very rude almost every time I approached them. From check in to check out.. … Read more",1/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","We were visiting London for the weekend for a special occasion, and had a reservation at a sister hotel. The staff went above and beyond to help us celebrate and we ended up staying here. We couldn't be happier with the customer service … Read more",5/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","Great location!
We stayed here a while back when visiting 'theatreland' great location. This visit wasn't quite so glamorous, then hotel had aged and we had an even smaller … Read more",3/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","This hotel attracts a lot of drunk people because of its rooftop and people were banging on my door 2AM in the morning. With that said, there's also a lack of security since anyone can visit the hotel floors pretending to be visiting the … Read more",2/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","I do not recommend this hotel, it is wiser to pay more and stay somewhere else with a proper customer service / friendliness, even that I paid more than 1.000€ for three nights. … Read more",1/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","Small room but in very good location..
- Waiting elevator is big problem.. … Read more",4/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","I surprised a friend by showing her this rooftop bar with an epic view. Hotel Indigo is located in the heart of Leicester Square surrounded by W, The Londonere and Edwardian. … Read more",4/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","A really nice hotel situated in Leicester Square nicely laid out rooms and the roof top bar and restaurant give an excellent view of the London skyline.
The bad bit is that if you have a room facing Leicester Square dont expect to … Read more",4/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","Stayed here for 8 nights, room clean good location but very busy. Have an issue with the 20 pound per night security fee which is ment to be refunded on check out, was told on checking out refund would come through in 5 days, no show, … Read more",2/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","Hotel is well located for touristic endeavors. Nicely decorated in the theme of a cinema with a very nice rooftop Bar…. But staff is not very great. They made me reserve an extra room as they refused to put another bed, which they … Read more",2/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","A great hotel in the heart it Leicester Square and the entertainment district.
The unassuming entrance and lobby to Hotel Indigo hides it's true excellence. … Read more",5/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","Staff were so friendly and accommodating the whole of our stay, the room was beautiful, and the housekeeping was superb!
I can’t say anything bad about the hotel or the staff. It was honestly the most … Read more",5/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","This hotel is well-located, overlooking Leicester Square. (Note that the entrance is a little hidden off Leicester Street, though.) Easy waking distance to Covent Garden and Soho, five minute walk at most from Leicester Square tube. … Read more",5/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","The worst hotel I’ve ever stayed at
I spend three hours asking for an iron and iron board, the man in the recepion (he said he is the manager) was very rude,shouted at me , hung up the phone in my … Read more",1/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","Although the room was small and the location was very good, the hotel charged random fees. I booked the room on the third party platform and paid the room fee before i check-in. However, I had to charge a deposit when I arrived that day, so … Read more",1/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","A well situated hotel in Leicester Square
The rooms are small but clean and comfortable and the staff are friendly and welcoming … Read more",4/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","First of all, the hotel was very small, and the reception service when we checked in on the morning of March 6th was not good. Finally, on the premise that we paid the room fee in advance, we were charged the room fee again after we checked … Read more",1/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel",Long review but I tried to provide details of my experience and answers to a lot of the same experiences/issues from other reviews. … Read more,3/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel",Excellent location on Leicester Square and very pleasant & helpful reception staff on arrival. We were very disappointed that the rooftop bar was not available on either night of our stay due to private functions but we were lucky enough to … Read more,5/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","*AVOID*
ONLY BOOK THIS HOTEL IF its for like 100-125£ per night. … Read more",1/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","We had the best experience at this super well located boutique hotel at Leicester Square. It’s conveniently walking distance to so many shops and restaurants. I can’t get over our beautiful room view to the city, we where at the 7th floor … Read more",5/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","I really enjoyed staying here. The staff is unbelievable. They’re helpful, kind and attentive. The rooms are left to a high standard. … Read more",5/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel",Booked a room and had my reservation cancelled without notice or reason. I've tried emailing the hotel 4x to inquire on why and no one had ever responded. I've attempted to rebook at least 10+ times and they just keep cancelling it every … Read more,1/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","Great location, and comfy beds. Certainly worth considering if you need a central place to stay. … Read more",4/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","One of nicest hotels I have had the pleasure to stay in whilst in London, fabulous location.. room had a balcony and was very well equipped, overlooking the wheel and big ben with a morning coffee before breakfast on the roof with views of … Read more",5/5
"Hotel Indigo London - 1 Leicester Square, an IHG Hotel","The biggest hit of this hotel is indeed the location - right on top of Leicester Square.
The location is just perfect to do almost anything by foot, or using the metro. … Read more",3/5
Hilton London Hyde Park,I stay there for two weeks. Most of the comments do represent the actual experience. … Read more,5/5
Hilton London Hyde Park,Staff was very nice and accommodating. I am a Hilton gold member and got a room upgrade. It was hot for the time of year and air conditioning worked great. Shower pressure was good. Had a safe and mini fridge. Was happy with morning … Read more,5/5
Hilton London Hyde Park,A catfish experience of a hotel - read on for details. I will start with the bad and end with the good to keep the review fair: … Read more,2/5
Hilton London Hyde Park,"The night staff of this hotel were amazing.
We had to switch hotels at 12 am due to a problem with the hotel we were staying at down the street. The staff was accommodating, so kind, and so helpful. … Read more",5/5
Hilton London Hyde Park,Favorite Hotel in London! Can not get a better location to Kensington & Hyde Park. Two major train stations within one block & the Bus stop is a few feet from the main entrance. … Read more,5/5
Hilton London Hyde Park,"My wife and I had two separate visits to the hotel in May 2023. The front desk staff were incredibly friendly, and offered suggestions about where to eat and markets nearby to visit. The first room we had was rather small by American … Read more",4/5
Hilton London Hyde Park,"I had a disappointing stay at Hilton London Hyde Park. The building and reception area are lovely, but my room was quite tired and very cramped. I had checked in to a room on the third floor via the Honors app, but upon arrival was asked to … Read more",2/5
Hilton London Hyde Park,This hotel is in a really beautiful location. Only .1 miles away is a Hyde Park cafe that was so nice for coffee and views of the park. Notting Hill is within walking distance as is Churchill Arms and a few other really nice pubs. The … Read more,5/5
Hilton London Hyde Park,"This location could be amazing, but it’s not living up to its potential. Rooms are tiny and badly in need of an update. The bar area is stocked but not staffed (this could be THE SPOT, if they as much as tried). … Read more",3/5
Hilton London Hyde Park,Well this hotel is very well located in a great and convenient area of London - borough of Westminster and Chelsea. Here you’ll have your choice of a wide range of public transport options in particular it offers a short walk to Paddington … Read more,4/5
Hilton London Hyde Park,Family trip - stayed at this hotel for 4 nights. Perfectly located with easy access to trains/buses/walking distance to many attractions. Kensington Park is across the street. Lot of restaurants and amenities close by. Hotels rooms are … Read more,5/5
Hilton London Hyde Park,Everything was so bad and made me angry in this hotel. The first room they gave me was occupied by bugs and the bathroom ventilation made an awful noise even when the light was turn off. At least they gave me another one. Both were really … Read more,1/5
Hilton London Hyde Park,"When we arrived we had an issue with how travel agent set up payment instead of giving us any options like the Paris hotel which just sent a authorization form to travel agent for payment, they just said we need to pay. We paid the hotel, … Read more",2/5
Hilton London Hyde Park,"My family and I stayed at this hotel for 4 days. During the 4 days, my room was only cleaned once during our stay. We arrived on a Monday and checked out on a Friday. When housekeeping first came to clean my room on that Tuesday, only the … Read more",2/5
Hilton London Hyde Park,"Easy access to Queensway Stn, Bayswater Stn, Hyde Park, and numerous international eating establishments. Grocers and pharmacies are a few hundred feet down the road. … Read more",5/5
Hilton London Hyde Park,"The hotel is in a great location. The street next to it has 2 subway lines, restaurants, pubs, a casino, breakfast places, and more.. But it is also far enough away from central London that it's now overcrowded. They also have a great … Read more",5/5
Hilton London Hyde Park,The room (424) was small and clean and bathroom very small . Bed not v comfortable and very creaky . The shower overflowed with continuous showering so had to turn off water now snd then . Impossible to watch TV in bed as it is placed in an … Read more,4/5
Hilton London Hyde Park,"Apart from location, there’s nothing good about this hotel! A decade past its prime, the room lacks basics such as fan extractor in the bathroom or even small tea selection in the room, not to mention not working lights. The reception staff … Read more",1/5
Hilton London Hyde Park,"I booked Hilton London Hyde Park for my upcoming trip to London , except I'd forgotten that my international flight was an overnight flight and I really wouldn't be arriving until one day later. I immediately (within 5 minutes) tried to … Read more",1/5
Hilton London Hyde Park,This hotel is very nicely located. We were able to ride bikes and scooters through the park as well as take the underground wherever we needed to go. … Read more,5/5
Hilton London Hyde Park,"Although the staff at the hotel were extremely friendly and helpful, and our stay was enjoyable overall, we were disappointed that the hotel lacked some basic amenities that are typically associated with a brand like Hilton. Specifically, … Read more",3/5
Hilton London Hyde Park,"Be wary about all those 5 star reviews that don't have any actual written feedback. Google does not require verification
as to weather the person has actually stayed in the hotel. I think there are a … Read more",1/5
Hilton London Hyde Park,"The Good: The location of this hotel is excellent! This hotel is right above the Queensway tube stop - which means most of the main tourist attractions are only about a 20-30 minute tube ride away. Being right off Hyde Park, and close to … Read more",4/5
Hilton London Hyde Park,"If you have a choice, stay at the Conrad London St James (a Hilton property). Rooms at Hilton London Hyde Park are small. Tiny lobby. Lots of people waiting in lobby (including me) for a room for hours. Staff was nice. However, despite … Read more",4/5
Hilton London Hyde Park,Visited during the coronation and booked in a shabby hotel close to Bayswater. We needed something with lifts because my husband couldn’t walk unassisted from an injury. I tried going in person to Hilton Hyde Park and I was greeted by the … Read more,5/5
Hilton London Hyde Park,Whet for a couple of days break the staff are so helpful the breakfast was had a range of cooked (which was hot ) cereal or fruit tea coffee or fruit juice you helped yourself and can eat as much as you like the room had everything you … Read more,5/5
Hilton London Hyde Park,"We had a lovely stay in the property from 19 December till 25 December. The property is very well situated and although we have some ""issues"" with the room initially, the response of the front desk staff and the manager was exemplary. I … Read more",5/5
Hilton London Hyde Park,"Wonderful experience! The highlight of our stay was the entire management team. From restaurant to front desk, to concierge , and even the hotel manager! Every person we encountered here was kind, and polite. … Read more",5/5
Hilton London Hyde Park,Not happy one bit. Daughter left brand new shoes in bag after we checked out. Rang and spoke to first staff member who never got back to me. Rang again and spoke to a lady who said she would look in to it. After a call back to let me know … Read more,2/5
Hilton London Hyde Park,We enjoyed our last three days of holiday in the Hilton London Hyde Park location. We chose this Hilton hotel because of the close location to Hyde Park and easy assess to transportation. … Read more,5/5
Hilton London Hyde Park,"The hotel is in a decent location, located next to two underground stops.
The room was very nice, but I had to turn the air on 21C/75F for any heat. … Read more",2/5
Hilton London Hyde Park,"Not up to the standards I'd expect from a Hilton:
* Reception felt a bit like a backpackers reception, and generally tired … Read more",2/5
Hilton London Hyde Park,"While staying in King Room have to admit that I've been in hostels better managed than room I was staying.
Arrangement of the room puts you in wonder - whom and why set it the way it is, … Read more",2/5
Hilton London Hyde Park,"The place doesn’t deserve the Hilton name, it’s pretty small, small lobby, small rooms, the furniture is old and the view isn’t even that clear although I got a direct view to the Hyde park, the door is broken and not automatic, you’ve to … Read more",3/5
Hilton London Hyde Park,"Awful, truly awful. This place is conning people by using the Hilton name it doesn't deserve. The worst hotel I have ever stayed in, I have stayed in Australian hostel's cleaner than this. I had booked the 'Dome Suite' for a 50th Birthday, … Read more",1/5
Hilton London Hyde Park,"Just checked my mother and father into a park view room on the second floor, corridor stinks of cigarettes, room is freezing cold and very ‘shabby’ …extremely unimpressed for the price. Complained and and will speak to the manager in the … Read more",1/5
Hilton London Hyde Park,"Location good-close to tube station- opposite Hyde Park which ia an area with plenty of green space, people walking, jogging,running,cycling. The hotel itself was a bit of a let down the reception had all rubbish on the floor which I … Read more",3/5
Hilton London Hyde Park,"Average room, don’t use the bar. It’s by another company that takes forever to get your orders. … Read more",2/5
Hilton London Hyde Park,"The staff was pleasant, the location was good (for my needs). The rooms did not, however, match their descriptions online. I was in two different ""Standard Single"" rooms during my stay. Their description on their web site lists that all … Read more",1/5
Hilton London Hyde Park,"Stayed here for 8 nights in September 2022, the location is really convenient as it’s just above Queensway which is on the central line. It’s also across from Hyde Park which makes starting or ending your day very scenic and relaxing. The … Read more",4/5
Hilton London Hyde Park,Booked a ‘King Deluxe Room with View’ which on the website starts with the description of ‘Large room facing the park’ six month in advance. On arrival we were put into a very small room facing the side street that had a very strong … Read more,1/5
Hilton London Hyde Park,"I feel that I need to give proper credit to this hotel, and where I would typically rate it around a 3 star, I think this hotel deserves better considering that it was the cheapest Hilton hotel that I could find in London (proper) and … Read more",4/5
Hilton London Hyde Park,"Great location with the park just across the road, an underground station next door and another station a few minutes walk away. The breakfast was also good with helpful and friendly staff in the restaurant and front desk. I stayed in the … Read more",4/5
Hilton London Hyde Park,"The hotel was fine, but I’m very disappointed with the service I received at Hilton Hyde Park. First, when we arrived to check in, the receptionist was having trouble finding our reservation and asked us “are you sure you’re at the right … Read more",2/5
Hilton London Hyde Park,"I stayed at the Hilton Hyde Park hotel mid August 2021 with my sister and 2 kids. Check in was fine and room size was also good, we booked the deluxe king room and it was spacious. Hotel reception is fairly modern however rooms were a … Read more",3/5
Hilton London Hyde Park,"The hotel is small than average Hilton. And the rooms are small. But the price reflects the reality. That being said, the hotel decoration is very futuristic yet classic. I was worrying about the noise of underground lines that running … Read more",5/5
Park Plaza Westminster Bridge London,"I visited the Park Plaza for the Highway Awards which was a sit down meal and then drinks / networking.
The venue was amazing. We were in the downstairs ballroom and the space and … Read more",4/5
Park Plaza Westminster Bridge London,"Came here for an anniversary weekend. From the moment you walk into the hotel, it's amazing. The staff are absolutely fantastic, very helpful and friendly. Nothing is too much trouble. … Read more",5/5
Park Plaza Westminster Bridge London,"I had the pleasure of staying at this remarkable hotel during my recent trip to London, and I must say, the experience exceeded all my expectations. From the moment I arrived, the reception was exceptional, with a warm and welcoming staff … Read more",5/5
Park Plaza Westminster Bridge London,"The Park Plaza Hotel at Westminster Bridge in London is nothing short of exceptional. From the moment you step into its grand lobby, you're enveloped in an atmosphere of luxury and refinement that's hard to find elsewhere. The strategic … Read more",5/5
Park Plaza Westminster Bridge London,I've stayed on a lot of hotels over the years and several in London. This has got to be the best I've stayed in. The staff are excellent and attentive. The rooms are laid out perfectly and so clean. The food and drinks are top notch. We … Read more,5/5
Park Plaza Westminster Bridge London,"I've been using this hotel since 2009 and it really is superb. I've always liked the clean, modern but welcoming design, the rooms are great and the location is incredible. The staff are always friendly and professional and the rooms are … Read more",5/5
Park Plaza Westminster Bridge London,"We came here from germany, this week we had finally the chance to go first time to visit London and I have to say, this is the best hotel I have ever seen in my life (and we were in lot of hotels around the world before) … Read more",5/5
Park Plaza Westminster Bridge London,"Loved this hotel. The beds and rooms were extremely comfortable and in the summer heat the air conditioning was very welcome. We found the breakfast to be tasty and easy (no lines). The hotel was quiet, we never heard noise from adjoining … Read more",5/5
Park Plaza Westminster Bridge London,"If you’re paying a low rate, beware that many rooms only have “views” of interior atriums or courtyards. Many of the rooms face an interior void where there is no natural and very little artificial light. They could at least make an attempt … Read more",3/5
Park Plaza Westminster Bridge London,"Very nice hotel, location is extremely good..next to London eye and everything around it! Service is outstanding as well. You can check in online and request for all services online, you even have digital access card to your room! Very … Read more",5/5
Park Plaza Westminster Bridge London,"I highly recommend this hotel.
A family room is spacious, convenient, with efficient AC, well equipped kitchenette and convenient bathroom. The cleaning service was outstanding. The team at … Read more",5/5
Park Plaza Westminster Bridge London,"The location is perfect. The view from our superior room was incredible. But view and location unfortunately is not enough to get called a high class hotel. The hotel was overcrowded with families with noisy kids, all services from f&b to … Read more",3/5
Park Plaza Westminster Bridge London,Rooms were clean. You can hear people in other rooms if they are loud and you can also hear the plumbing. … Read more,3/5
Park Plaza Westminster Bridge London,"The carpet was full of uncleaned stains, the fold out bed was so uncomfortable we just slept on the floor. Very noisy from all the events and breakfast isn't worth the price. Only upside was the location was handy. … Read more",2/5
Park Plaza Westminster Bridge London,"I had the pleasure of being checked in by a truly wonderful lady named Samira during my stay at this hotel. Her warm and friendly demeanor made me feel instantly welcome. She effortlessly handled the check-in process, making it quick and … Read more",5/5
Park Plaza Westminster Bridge London,The service at this hotel is unmatched! Check-in took a little longer than usual due to no fault of theirs and we were upgraded to a gorgeous room thanks to Vandor(so sorry if this isn’t actually her name but it’s close). She made us feel … Read more,5/5
Park Plaza Westminster Bridge London,"Literally can’t tell anything that I wouldn’t like about the place.
I got there as early as 9 am and surprisingly the nice girl Nicolette (not sure about the spelling) was able to accommodate me. … Read more",5/5
Park Plaza Westminster Bridge London,"Fairly disappointing experience. Location is great and room are nice but service is fairly appalling for a hotel of this category. First, if you dare to ask for room service, be warned that you will have to pay cash or by credit card when … Read more",3/5
Park Plaza Westminster Bridge London,"We stayed in the 4th floor in a superior double, nothing wrong with the room but the decor is very dark for my taste and your view is out into an atrium so no natural light. … Read more",5/5
Park Plaza Westminster Bridge London,"Great location hotel, close to trains and bus. London eye short walk away with some good food locations. Hotel extremely clean and rooms great aswell as lounge/bar area. Check in staff very welcoming and bar staff very good. Down side was … Read more",5/5
Park Plaza Westminster Bridge London,"Hotel seems oriented towards families, which is fine even though I was staying by myself as a mid-20s guy. When I am on vacation I dress casually in a t-shirt and joggers. Twice the hotel made me prove I was staying there in order to … Read more",2/5
Park Plaza Westminster Bridge London,Had the pleasure of staying at Park Plaza Westminster Bridge London with my family and it was an unforgettable experience. The cleanliness and safety standards are top-notch. The staff was exceptionally friendly and their room service was … Read more,5/5
Park Plaza Westminster Bridge London,"Would highly recommend staying here the location is fantastic, the staff very friendly was checked in by Anna who was so lovely and gave us so much information, she made us feel welcomed. The view from our room was amazing could see big Ben … Read more",5/5
Park Plaza Westminster Bridge London,I really liked this hotel. I was sharing with 2 friends and our room was huge and divided into 2 sections so we had plenty of space. The bathroom was well stocked with branded toiletries and everything was spotless. … Read more,5/5
Park Plaza Westminster Bridge London,The housekeeping staff don't appear to be too enthusiastic and effective and our room wasn't that clean nor tidy. They don’t take empty water bottles and I need to call and ask for towels and shampoos every day since the housekeeping … Read more,2/5
Park Plaza Westminster Bridge London,"I’ve stayed at this hotel before, and every time I return, I absolutely love it. This time at check in, we had Myriam who helped us; there was an issue with our booking but she sorted it immediately. … Read more",5/5
Park Plaza Westminster Bridge London,"I've stayed at this hotel several times and while the view, location, and rooms are great, it's the staff that really makes this property special. Samira at the front desk and Darwin in the valet area are two of the best employees at this … Read more",5/5
Park Plaza Westminster Bridge London,I emailed and called - the most rude telephone skill I ever got to interact with! I would not suggest took me 5 days to get 1 answer plus their website is misleading! Waste of time … Read more,1/5
Park Plaza Westminster Bridge London,"It was a fantastic stay at the Park Plaza Hotel. The room and service were excellent.
Especially Alexandra from the reception was so friendly and gave us the … Read more",5/5
Park Plaza Westminster Bridge London,"Enjoyed my 8 night stay here, basically fuelled by the front desk hospitality. Special mention to Habibah of front desk. Upon reaching the hotel, she's the one who'll greet you with such a wide smile that makes you feel instantly attracted … Read more",4/5
Park Plaza Westminster Bridge London,"My stay at the Park Plaza Westminster Hotel was truly remarkable. The studio room I stayed in offered an amazing view of the Shard, which was a stunning sight to wake up to. The room itself was spacious, well-appointed, and provided a … Read more",4/5
Park Plaza Westminster Bridge London,"Glad to be back at one of my favorite hotels in London. Yash was very helpful in securing an upgrade for me and getting into my room early after a long overnight trip. Park Plaza is in a great location, right next to the Waterloo Station … Read more",5/5
Park Plaza Westminster Bridge London,Good but a warning... This hotel has a great location and clean rooms. We stayed a total of 4 nights in two different rooms at the beginning and end of a week. The staff was also nice. … Read more,3/5
Park Plaza Westminster Bridge London,"The hotel is poor value for money. Above all, the breakfast is disappointing. It is very basic - hot scrambled eggs, sausages, cold bread, cold meat, cheese, slivers. Pancakes, waffles or eggs benedict only at an extra cost. At this hotel … Read more",3/5
Park Plaza Westminster Bridge London,"The best experience at the Park Plaza Westminster Hotel, is the service at the Ichi Restaurant. I come to this restaurant regularly and am always met with an incredible team of waiters, who cater towards everything. One waitress … Read more",5/5
Park Plaza Westminster Bridge London,"*Update: I emailed them as advised below but received no response.
Rooms were standard. I recommend you book a room with an exterior window because … Read more",2/5
Park Plaza Westminster Bridge London,The rooms were lovely and very comfortable. We did pay extra for a view that we didn't get though. It looked onto a brick wall. There was also a lot of issues checking in. Would not allow us to check in early either. My partner and I were … Read more,4/5
Park Plaza Westminster Bridge London,"No exterior views from room. Poor lighting with 'fixed' choices from a box. No mobile data from inner rooms and WiFi is unprotected. Food over priced, even for London. Poor quality breakfast food. Can't find any radio, plenty TV from round … Read more",1/5
Park Plaza Westminster Bridge London,"I just checked in, and unfortunately, I was shocked to be told by the reception that I have to upgrade my room because the room I booked won't be enough for me my wife and our little 5 years old daughter so I had to pay around 250 pounds … Read more",2/5
Park Plaza Westminster Bridge London,"It was a pleasant experience, my family and I had such a lovely time in the hotel. I would like to thank concierge manager because he was very helpful suggesting spots to visit in London as well as he helped my kids to carry the luggages in … Read more",5/5
Park Plaza Westminster Bridge London,"Very nice hotel, great location, but house keeping is not on par with the hotel. When we checked in went to room unpacked and went to throw something away in bathroom trash can and found it to not be emptied. It had a use feminine hygiene … Read more",3/5
Park Plaza Westminster Bridge London,"I’m very disappointed to see such bad service from staff working in such nice facility. The staff always talk about the system and procedure they have, but this is never helpful. And when it is explained that the system is not working, they … Read more",3/5
Park Plaza Westminster Bridge London,Absolutely love this property and their staff. Upon arriving our Uber driver let us know we have such prime location and that we are near everything in a safe area. This was very true as we saved on Ubers. The staff was extremely welcoming … Read more,5/5
Park Plaza Westminster Bridge London,Cannot recommend enough! From the team welcoming us on the door through to the pleasant house keeping teams. … Read more,5/5
Park Plaza Westminster Bridge London,Hotel is excellent both in terms of stay and location. You’re within walking distance and many sights as well as several transit options. Only complaint is if you’re staying on the 13th floor or higher there’s only one lift/elevator that … Read more,5/5
Park Plaza Westminster Bridge London,"I am reviewing the restaurant “ brasserie Joel” hubby and I are celebrating our wedding anniversary. This is our first night .was told location was great not sure because we haven’t been anywhere . The restaurant has romantic vibe , … Read more",5/5
Park Plaza Westminster Bridge London,Just returned to states from London. Park plaza hotel is in the perfect location for walking to many great sites around the city and close to the tube. Great service at breakfast (looking directly at Big Ben)and coming back from a long day … Read more,5/5
Park Plaza Westminster Bridge London,A horrible hotel with staff having absolutely no respect for their guests. Even after being a Premium Elite member of Radisson the Check in was an issue. We have early check in but they said the hotel was busy so check in will happen @ 3pm … Read more,2/5
Park Plaza Westminster Bridge London,"quite the luxurious hotel in general, and a good location. higher floors (possibly 3+) will have a good view, consisting of the famous big ben. breakfast meals are all the same. room service takes on average 45 minutes, and good food was … Read more",3/5
Park Plaza Westminster Bridge London,"Amazing Hotel, Amazing Value. Fantastic location, literally 3 minutes from Big Ben and London Eye … Read more",5/5
Park Plaza Westminster Bridge London,"My husband and I travel to London regularly for work. Originally, we stayed at the Park Plaza Westminster Bridge for its location, but then found the rooms, amenities, and service to be consistently good and decided to become Radisson … Read more",5/5
Park Plaza Westminster Bridge London,"Concerning Situation with Mold in Hotel Bathroom
During our stay at Park Plaza Westminster Bridge hotel in London, from August … Read more",1/5
Park Plaza Westminster Bridge London,What an amazing experience! Thank you to all the staff who made my mums 60th birthday stay extra special. Jennifer on reception who gave us a warm welcome to Olamande down at breakfast who went out his way to get extra vegetarian options … Read more,5/5
Park Plaza Westminster Bridge London,"My partner surprised me with this beautiful hotel for my birthday, the bed is absolutely amazing. Had the beat night sleep, the views are brilliant. Every thing is literally walking distance, only down side is the amount of money you pay … Read more",5/5
