1699100853-141,"Vacation ❘ FriendsDO NOT BOOK. TO AVOID. We stayed for 2 nights and we did not have hot water on the top floor. Let me rephrase: we did not even have water, as the pressure was so low that we could not even flush the toilet or brush our teeth. The … Read moreDO NOT BOOK. TO AVOID. We stayed for 2 nights and we did not have hot water on the top floor. Let me rephrase: we did not even have water, as the pressure was so low that we could not even flush the toilet or brush our teeth. The receptionist told us that this happens when the students on the second floor use all the water. We tried also during the night, we had to let the water run for 30 minutes to have lukewarm water, so basically we did not shower.
On the second day in the morning, we did not have water at all. In the night, we had hot water but while showering, it was being cut off and when it came back it became boiling, with no possibility to moderate it towards colder.
The staff of the morning shift was rude and unpleasant. The girl on the afternoon shift was helpful and we thank her for her help, however, her male colleague was scrolling on his phone and completely ignored us.
The funny thing is that in the reviews on Google, the property replies in the same way to all comments, which are basically a) rude staff and b) no water. One could assume that they would have fixed these two but they do not seem to care. Positive: The beds were comfortable, the location was safe and well-connected, and the room was quiet (top floor). We also had a kettle.Rooms2.0Service1.0Location5.0Hotel highlightsQuietReport reviewResponse from the ownera month agoHello, 
Thank you for taking your time to write us a review. We are sorry to read that our hostel/ your stay didn’t live up to your expectations. 
We will take your valuable feedback into account and hopefully, if you decide to stay again with us, you will notice all the positive improvements.",2
1699100853-142,"Vacation ❘ SoloIn general, I am satisfied. The price for London is favorable, it is convenient to get to the city center. Service is good, room is clean and quiet. Breakfast saves time and is quite good. … Read moreIn general, I am satisfied. The price for London is favorable, it is convenient to get to the city center. Service is good, room is clean and quiet. Breakfast saves time and is quite good.
Small space, more suitable for short people🤣.
Good budget hostel.Rooms4.0Service5.0Location5.0Hotel highlightsQuiet · Great valueReport reviewResponse from the owner2 months agoThank you for rating us so high. We are glad we exceeded your expectations. We hope to see you again soon. 
Kind regards, team HPV.",5
1699100853-143,"Vacation ❘ SoloI don't know what more someone could want. I booked a double and the check-in was easy, the people on the desk were friendly, the room was  a good size, the bed was comfortable, the shower had good pressure . . . It was the perfect place to … Read moreI don't know what more someone could want. I booked a double and the check-in was easy, the people on the desk were friendly, the room was  a good size, the bed was comfortable, the shower had good pressure . . . It was the perfect place to lay my head after Bruce Springsteen. And it's just a 15 minute walk through the park to the north entrance for BST Summertime. I know where I am staying next time!Rooms5.0Service5.0Location5.0Hotel highlightsGreat valueReport reviewResponse from the owner3 months agoHi there Thank you for your feedback. We are very glad to learn that you enjoyed your stay. Hope to see you back sometime soon! Good luck with the rest of your travels, HPV Team",5
1699100853-144,"Ich habe mich durchgerungen zwei statt einem Stern zu geben, da ich (in Bezug auf Einrichtung etc.) schon Schlimmeres erlebt habe. Die Sauberkeit fand ich okay und unser Bad war in Ordnung. Ich habe in einem 6er-Schlafsaal geschlafen bzw. … Read moreIch habe mich durchgerungen zwei statt einem Stern zu geben, da ich (in Bezug auf Einrichtung etc.) schon Schlimmeres erlebt habe. Die Sauberkeit fand ich okay und unser Bad war in Ordnung. Ich habe in einem 6er-Schlafsaal geschlafen bzw. habe versucht, zu schlafen. Und hier fängt die Misere auch schon an: Es war unfassbar warm im Zimmer (ca. 10 Grad mehr als draußen) und, was ich schlimmer fand, unendlich stickig. Ich hatte das oberste Bett und hatte das Gefühl, nicht atmen zu können. Ich bin tatsächlich mitten in der Nacht in ein anderes Hostel umgezogen, da Schlafen in diesem Zimmer unmöglich war. Ich bin eigentlich nicht zimperlich, aber so unfassbar schlechte Luft habe ich noch nie erlebt. Für die zweite Nacht wurde mir netterweise ein tieferes Bett zugeteilt. Hier konnte ich einigermaßen schlafen. Daher auch 2 Sterne für den Service statt einem. Ansonsten hat es die Angestellten nicht wirklich interessiert, was man für Probleme hat.
Da schon mehrere Leute die Probleme mit Luft und Wärme geschildert haben, verstehe ich nicht, warum sich das Hostel nicht darum bemüht, dass man wenigstens die Fenster weiter öffnen kann.
(Translated by Google)
I struggled to give two stars instead of one because I've experienced worse (in terms of furnishings etc.). I thought the cleanliness was okay and our bathroom was fine. I slept or tried to sleep in a 6-person dormitory. And this is where the misery begins: It was incredibly warm in the room (about 10 degrees more than outside) and, what I found worse, incredibly stuffy. I had the top bunk and felt like I couldn't breathe. I actually moved to another hostel in the middle of the night because sleeping in that room was impossible. I'm actually not squeamish, but I've never experienced such incredibly bad air. For the second night I was kindly given a deeper bed. I was able to get some sleep here. Hence 2 stars for the service instead of one. Otherwise, the employees weren't really interested in what problems you had.
Since several people have already described the problems with air and heat, I don't understand why the hostel doesn't make an effort to at least open the windows more.Rooms1.0Service2.0Location3.0Report reviewResponse from the ownera month agoHello, 
Thank you for taking your time to write us a review. We are sorry to read that our hostel/ your stay didn’t live up to your expectations. 
We will take your valuable feedback into account and hopefully, if you decide to stay again with us, you will notice all the positive improvements.",2
1699100853-145,"Vacation ❘ FriendsStayed at this hostel for half a week, they checked in at 2pm and checked out at 10 am. If you decide to arrive early to check in you can keep the luggage for free and freshen up but if you decide to check out and want to keep the luggage … Read moreStayed at this hostel for half a week, they checked in at 2pm and checked out at 10 am. If you decide to arrive early to check in you can keep the luggage for free and freshen up but if you decide to check out and want to keep the luggage they charge a fee of 3 pounds. They have around 6 beds in mixed gender dorms, and toilets are maintained clean. They give duvets and bedsheets. They have a kitchen where you can cook your own food or can buy breakfast for 6.5 pounds. The location is at a prime location and the Paddington station is at a 10 minute walk.Rooms4.0Service4.0Location5.0Hotel highlightsGreat valueReport reviewResponse from the owner2 months agoHello 
Thank you for taking your time to write us such a nice review. 
Please do not hesitate to follow our latest news and offers on our social networks. 
We hope we will see you again soon!
Kind Regards 
HPV team.",4
1699100853-146,"Overall, okay experience. They accommodated my group in one room. Room was small but clean. The kitchen is quite small and there’s not napkins and things to clean. … Read moreOverall, okay experience. They accommodated my group in one room. Room was small but clean. The kitchen is quite small and there’s not napkins and things to clean.
You have to make your bed yourself and bring the covers back to reception when you check out!! That’s a first! There is a socket in every bed and a usb port. Storage available in the room, under the beds.
Very good location, but you can hear everything from outside.
Check in is at 10am, not enough time in the morning.
I don’t know much of the rest if the facilities since the room had a private bathroom.
I wouldn’t book again, if I’m traveling by myself.Report reviewResponse from the owner4 months agoHello 
Thank you for taking your time to write us a review. 
Please do not hesitate to follow our latest news and offers on our social networks. 
Kind Regards 
HPV team.",3
1699100853-147,"Fantasticly located
Rooms are clean and having a private bathroom is very enjoyable
We didn't have breakfast but it looks like a great value … Read moreFantasticly located
Rooms are clean and having a private bathroom is very enjoyable
We didn't have breakfast but it looks like a great value
Very nice neighborhood
People at the reception were nice
we ll be backRooms5.0Service5.0Location5.0Report reviewResponse from the ownera week agoHello,
Thank you for taking your time to write us such a nice review and rating the hostel so high.
Thank you for choosing our hostel, and for taking the time to write such a lovely review! We are so glad to hear that you enjoyed our hospitality.....great customers like you make delivering exceptional customer service easy. Our hotel aims to provide a truly unique experience, and we are thrilled that we were able to exceed your expectations. Our goal is to ensure each guest gets an excellent customer service and our reception staff is highly trained in customer services. 
Please do not hesitate to follow our latest news and offers on our social networks. 
We enjoyed having you as much as you enjoyed staying with us.
We look forward to welcoming you back to our hotel in the future. 
Kind regards HPV Team.",5
1699100853-148,"Vacation ❘ SoloAvoid if disabled!!!
This hostel does not let you stay with government issued ID and the staff are … Read moreAvoid if disabled!!!
This hostel does not let you stay with government issued ID and the staff are rude and hostile then when you try to communicate they constantly talk over you and call you rude when you try to explain but they don’t want to listen. The hostel manager believes unless you sleep on their premises you can’t complain and the reception staff won’t deal with problems because they are just receptionists.
This hostel also ignores all paperwork presented so avoid staying here
Further to hostels response have tried to communicate with them again to be hung up on again if disabled please avoid!!!Rooms1.0Service1.0Location3.0Report reviewResponse from the owner2 months agoThank you for taking your time to write a review. We are sorry to read that our hostel/ your stay didn’t live up to your expectations. We would respectfully like to reply to your detailed review to ensure you that we take all our customers feedback seriously.
Customer satisfaction is at the heart of what we do and our incredible team lead by customer centric management continually ensure that we exceed expectation. If you view many of the other reviews on this site, hospitality and staff/customer service is one of the highest rated metrics alongside location. Could you have reviewed the wrong hostel by mistake? It sometimes happens that regular hostel stayers review the wrong hostel(s) by mistake. 
However if we do fail to meet customers expectations, we collectively as a team find solutions to ensure that failed performances are not repeated. 
Kind Regards from the Smart Hostels, Hyde Park View Team.",1
1699100853-149,"Despite some bad reviews on here, we have to say we had a great stay.
Our room was clean (every day cleaning) and had everything we needed. The receptionists were extremely friendly and courteous. It’s possible to stay there under … Read moreDespite some bad reviews on here, we have to say we had a great stay.
Our room was clean (every day cleaning) and had everything we needed. The receptionists were extremely friendly and courteous. It’s possible to stay there under the age of 18 (which is pretty rare in London).
The only negative thing we have to point out was the breakfast, which is rather loveless and small. Due to the very central location, however, you can always find something nearby. Overall, we’d definitely recommend that Hostel and would love to come back!Report reviewResponse from the owner4 months agoHello,
Thank you for taking your time to write us such a nice review and rating the hostel so high. 
Please do not hesitate to follow our latest news and offers on our social networks. 
We hope we will see you again soon!",5
1699100853-150,"I was a bit scared due to the mixed reviews here but I have to say I had a good experience with the hostel. The location is amazing, it’s literally a minute away from Hyde Park and multiple tube stations so you can get anywhere quickly and … Read moreI was a bit scared due to the mixed reviews here but I have to say I had a good experience with the hostel. The location is amazing, it’s literally a minute away from Hyde Park and multiple tube stations so you can get anywhere quickly and easily. You can check in until late and the hostel doesn’t close over night so you can be flexible with your plans.
I stayed for 2 nights, in a 6 bed female only room with an en-suite bathroom and everything was clean and I felt safe. The rooms are small, but there is enough luggage storage and drawers under the beds. The beds are not very comfortable haha but I would say that’s normal for a hostel. There’s a little noise from the street at night but nothing some earplugs can’t solve. You get two power outlets, curtains and reading light by your bed, very useful! Wifi connection was very good in my room.
I didn’t get breakfast at the hostel and I didn’t use the kitchen either, basically only came to my room late in the evening to go to sleep for the two nights I spent there. The hostel was perfect for that kind of stay so if that’s what you’re looking for, I can recommend it!Report reviewResponse from the owner5 months agoHello 
Thank you for taking your time to write us such a nice review. 
Please do not hesitate to follow our latest news and offers on our social networks. 
We hope we will see you again soon!
Kind Regards 
HPV team.",5
1699100859-151,"Vacation ❘ FamilyWithin one day in the hotel, they double charged me for my stay and it has been real hard work to get refunded the double charge, as there seems to be nobody able to do it. … Read moreWithin one day in the hotel, they double charged me for my stay and it has been real hard work to get refunded the double charge, as there seems to be nobody able to do it.
The hotel is extremely well located. The rooms are a little tired, needing a major renovation (especially the bathroom), but they are comfortable.
Easy to walk everywhere in central London from here. Pretty quietRooms4.0Service3.0Location5.0Hotel highlightsQuietNearby activitiesWell located and close to the tubeWalkability5 minutes walk from the tubeReport review",3
1699100859-152,"Great London hotel in a convenient location with city views. Close to shopping and tube station. Rooms are clean and quiet. Molton Brown products are a nice local touch. Lounge has drinks and snacks each day. Breakfast is ample and features … Read moreGreat London hotel in a convenient location with city views. Close to shopping and tube station. Rooms are clean and quiet. Molton Brown products are a nice local touch. Lounge has drinks and snacks each day. Breakfast is ample and features anything under the sun, traditional British, breads and croussants, meats and cheeses, and made to order options.Rooms5.0Service5.0Location5.0Hotel highlightsLuxury · Great view · QuietReport review",5
1699100859-153,We loved this hotel! After a negative experience at another hotel we showed up here late at night without a reservation. The woman at the front desk was so helpful to find us a room at the absolute last minute and even offered us champagne and water. Our stay was perfect and the service was impeccable. Would absolutely stay here again!Rooms5.0Service5.0Location5.0Report review,5
1699100859-154,Vacation ❘ FamilyThe view is amazing and the rooms are nice. Distance is close to the city centre. Highly recommend ! Also the self check in is great too!Rooms5.0Service5.0Location5.0Hotel highlightsLuxury · Great view · High-techReport review+2,5
1699100859-155,"Vacation ❘ FamilyThis was a repeat visit to Hilton on Park Lane for us.  We were here last year and the recent renovations were superb. The entire staff made us feel welcome throughout our stay and were as helpful as always. Kudos to the entire staff, especially Stan, for making this another wonderful visit to the U. K.  Go Jags! 😉Rooms5.0Service5.0Location5.0Report review",5
1699100859-156,"Business ❘ SoloWarning. Do not stay in room 2710. Nice view BUT... No hot water. Bathroom smells of sewage and stale and there is no fridge.
The reception manager while acknowledging the problem and I imagine aware of it … Read moreWarning. Do not stay in room 2710. Nice view BUT... No hot water. Bathroom smells of sewage and stale and there is no fridge.
The reception manager while acknowledging the problem and I imagine aware of it - simply offered an upgrade if I want to go back in the next year. Not good enough when the room as sold was unuseable.Rooms1.0Service2.0Location5.0Hotel highlightsGreat viewReport review",1
1699100859-157,"Comfortable Rooms | Substandard Service | Good Restaurants | Unbeatable Location | Recommended
—— Detailed Review Below —— … Read moreComfortable Rooms | Substandard Service | Good Restaurants | Unbeatable Location | Recommended
—— Detailed Review Below ——
There are many pluses to this place
+ Large, comfortable rooms by London standards
+ Unbeatable central location in the swanky Mayfair area. Hey, you’re on the hottest property on the Monopoly board!
+ Renovated, bright interior
+ Good restaurants
However
- Too few elevators - could be queuing
- Substandard service (more below)
- Noisy because if the bar and the numerous events at the hotel
Service: My check-in experience was horrible. Got to the airport at 1620 hrs and had to wait till 1642 when finally someone was free to check me in. And all this while, other staff kept loitering about. Surely someone could have lent a helping hand with registrations.
Rooms: 5/5
Location: 5/5
Facilities: 5/5
Dining and Room Service: 4/5
Service/Staff: 1/5Report review+22",3
1699100859-158,Nice hotel especially after the renovations. Staff are nice and helpful. The lounge experience is lovely however they can do much better for the breakfast options (limited options).Rooms5.0Service5.0Location5.0Report review,5
1699100859-159,"Vacation ❘ CoupleI enjoyed my stay at the Hilton for the most part. The rooms were nice and the location excellent. However, I was dismayed to discover that the hotel had hosted an arms industry conference. This is not what I expect from my hotels!Rooms1.0Service1.0Location1.0Hotel highlightsGreat viewReport review",1
1699100859-160,"Vacation ❘ FamilyGood central location in Mayfair. Accommodating and friendly staff.  Newly updated rooms are comfortable with amazing views of Hyde Park and/or city.
Breakfast buffet is excellent. … Read moreGood central location in Mayfair. Accommodating and friendly staff.  Newly updated rooms are comfortable with amazing views of Hyde Park and/or city.
Breakfast buffet is excellent.
Executive lounge is a great place to relax throughout the day, especially in the evenings.Rooms5.0Service5.0Location5.0Hotel highlightsGreat view · QuietReport review",5
1699100864-161,"Vacation ❘ CoupleI loved it. Location is excellent, competitive pricing, excellent service, and a great mix of room types, short let apartments, and even residences. As could be expected, it also has all the peripheral amenities like sauna, swimming pool, … Read moreI loved it. Location is excellent, competitive pricing, excellent service, and a great mix of room types, short let apartments, and even residences. As could be expected, it also has all the peripheral amenities like sauna, swimming pool, gym, meeting rooms and banquet halls. The hotel also has its own restaurant and bars, very nice quiet and lounge areas, parking, valet service, laundry - everything you would expect from Marriott in a property like this. Highly recommended.Rooms5.0Service5.0Location5.0Hotel highlightsLuxury · Great view · Romantic · Quiet · Kid-friendly · Great valueRoomsVery nice rooms, everything you'd expect from Marriott and a property like this in this location.Nearby activitiesIn the heart of Canary Wharf - says it all.SafetyGreat security both at the hotel, and Canary Wharf also has an extremely high security score due to the businesses and other facilities in the area.WalkabilityIn the heart of Canary Wharf. Everything is walkable from this location.Food & drinksGreat bars and restaurants on the premises, but it's in the heart of Canary Wharf which has a HUGE selection of everything, and it's 24 x 7 every day of the year, unlike the City of London or other areas.Report reviewResponse from the ownera month agoThank you for your feedback. Much appreciated.",5
1699100864-162,"Business ❘ SoloThe London Marriott Hotel Canary Wharf is a fantastic choice for both business and leisure travelers. Located in the vibrant Canary Wharf district, the hotel offers convenient access to some of London's major attractions and corporate … Read moreThe London Marriott Hotel Canary Wharf is a fantastic choice for both business and leisure travelers. Located in the vibrant Canary Wharf district, the hotel offers convenient access to some of London's major attractions and corporate offices.
One of the standout features of this hotel is its modern and stylish design. The rooms are spacious, well-appointed, and offer stunning views of the city skyline or the River Thames.
The comfortable beds ensure a restful night's sleep, and the soundproofing keeps the noise from the bustling city at bay. The staff at the London Marriott Hotel Canary Wharf are attentive, friendly, and always willing to go the extra mile to ensure a pleasant stay. From check-in to check-out, the service is consistently exceptional, and any requests or concerns are promptly addressed.
The hotel amenities are top-notch.
The location is within walking distance of several major corporate offices, making it an ideal choice for business travelers.
Additionally, the nearby tube station provides easy access to the rest of London's attractions.
Overall, the London Marriott Hotel Canary Wharf offers a comfortable and luxurious stay with excellent service, stylish accommodations, and convenient access to both business and leisure destinations in London. It is definitely worth considering for your next visit to the city.Rooms5.0Service5.0Location4.0Hotel highlightsLuxury · High-techReport review",5
1699100864-163,"Business ❘ CoupleAwesome location amongst the London skyscraper within short walking distance to DLR and tube; very convenient to get around. Service is superb; staffs are super nice. Lots of shops, pubs and eatery nearby. The room is very spacious and … Read moreAwesome location amongst the London skyscraper within short walking distance to DLR and tube; very convenient to get around. Service is superb; staffs are super nice. Lots of shops, pubs and eatery nearby. The room is very spacious and super clean. Bar has lots of choices on whisky and gin. The hotel is sitting amongst a very busy and bustling place consist of working professionals, especially during lunch and after work hours.Rooms5.0Service5.0Location5.0Hotel highlightsLuxury · Quiet · High-techReport reviewResponse from the ownera month agoThank you for your lovely review, much appreciated!",5
1699100864-164,"Business ❘ SoloI typically stay at Marriott when I travel
I have never received a poor service at this time. … Read moreI typically stay at Marriott when I travel
I have never received a poor service at this time.
Check-in: the trip was paid by the agency and they were not able to find the payment and the receptionist asked me to pay again, then someone helped her.  The check-in lasted 20 minutes. It was late evening
I tried to shower, but the showers did not work and the water was super hot. Called the reception to fix it but they told me they can do the day after.
In the morning the same issue, I asked again to fix it.
In the afternoon, the shower was not fixed, and I asked again to fix it. They finally fixed.
For the price paid, I would expect an outstanding service but it was not the caseRooms4.0Service1.0Location4.0Hotel highlightsGreat viewReport reviewResponse from the owner3 weeks agoThank you for sharing your honest feedback with us. We hope to welcome you back in the future and regain your trust. Please feel free to reach out directly to discuss any areas for improvement.",3
1699100864-165,"Business ❘ SoloGood hotel for anyone who wants to stay close to Canary Wharf. Hotel has a good choice of rooms with some overlooking Canary Wharf and others overlooking the water. I have had one close to that DLR station which can be a little noises … Read moreGood hotel for anyone who wants to stay close to Canary Wharf. Hotel has a good choice of rooms with some overlooking Canary Wharf and others overlooking the water. I have had one close to that DLR station which can be a little noises during busy times in the day so you may want to double check room location at checkin.
Good choice of breakfast at the buffet in the morning with a omelette station. Also has an exec Marriott room if you have meme ship or access to this.Rooms4.0Service4.0Location5.0Hotel highlightsGreat viewRoomsGood sized rooms with everything you need in them for a stay away from home.Nearby activitiesBars, food, and nice location to walk around at night.WalkabilityDLR, Elizabeth And Jubilee line art within 5 minute walk from hotel.Food & drinksLoads of restaurants and bars next to the hotel. Hotel also has a nice bar and restaurant in it.Report review+2Response from the owner3 days agoThank you for your Feedback. Much appreciated.",4
